sample	tissue	nucl	subject	pool_id	rpm	rpm_ratio
M135_KID_RNA	RPE	RNA	M135	14		
M135_KID_RNA	RPE	RNA	M135	15		
M135_KID_RNA	RPE	RNA	M135	16		
M135_KID_RNA	RPE	RNA	M135	18		
M135_KID_RNA	RPE	RNA	M148	1		
M135_KID_RNA	RPE	RNA	M148	2		
M135_KID_RNA	RPE	RNA	M148	3		
M135_KID_RNA	RPE	RNA	M148	4		
M135_KID_RNA	RPE	RNA	M148	5		
M135_KID_RNA	RPE	RNA	M148	6		
M135_KID_RNA	RPE	RNA	M148	7		
M135_KID_RNA	RPE	RNA	M148	8		
M135_KID_RNA	RPE	RNA	M148	9		
M135_KID_RNA	RPE	RNA	M148	10		
M135_KID_RNA	RPE	RNA	M148	11		
M135_KID_RNA	RPE	RNA	M148	12		
M135_KID_RNA	RPE	RNA	M148	13		
M135_KID_RNA	RPE	RNA	M148	14		
M135_KID_RNA	RPE	RNA	M148	15		
M135_KID_RNA	RPE	RNA	M148	16		
M135_KID_RNA	RPE	RNA	M148	18		
M135_KID_RNA	RPE	RNA	M355	1		
M135_KID_RNA	RPE	RNA	M355	2		
M135_KID_RNA	RPE	RNA	M355	3		
M135_KID_RNA	RPE	RNA	M355	4		
M135_KID_RNA	RPE	RNA	M355	5		
M135_KID_RNA	RPE	RNA	M355	6		
M135_KID_RNA	RPE	RNA	M355	7		
M135_KID_RNA	RPE	RNA	M355	8		
M135_KID_RNA	RPE	RNA	M355	9		
M135_KID_RNA	RPE	RNA	M355	10		
M135_KID_RNA	RPE	RNA	M355	11		
M135_KID_RNA	RPE	RNA	M355	12		
M135_KID_RNA	RPE	RNA	M355	13		
M135_KID_RNA	RPE	RNA	M355	14		
M135_KID_RNA	RPE	RNA	M355	15		
M135_KID_RNA	RPE	RNA	M355	16		
M135_KID_RNA	RPE	RNA	M355	18		
M135_KID_RNA	SPL	RNA	M135	1		
M135_KID_RNA	SPL	RNA	M135	2		
M135_KID_RNA	SPL	RNA	M135	3		
M135_KID_RNA	SPL	RNA	M135	4		
M135_KID_RNA	SPL	RNA	M135	5		
M135_KID_RNA	SPL	RNA	M135	6		
M135_KID_RNA	SPL	RNA	M135	7		
M135_KID_RNA	SPL	RNA	M135	8		
M135_KID_RNA	SPL	RNA	M135	9		
M135_KID_RNA	SPL	RNA	M135	10		
M135_KID_RNA	SPL	RNA	M135	11		
M135_KID_RNA	SPL	RNA	M135	12		
M135_KID_RNA	SPL	RNA	M135	13		
M135_KID_RNA	SPL	RNA	M135	14		
M135_KID_RNA	SPL	RNA	M135	15		
M135_KID_RNA	SPL	RNA	M135	16		
M135_KID_RNA	SPL	RNA	M135	18		
M135_KID_RNA	SPL	RNA	M148	1		
M135_KID_RNA	SPL	RNA	M148	2		
M135_KID_RNA	SPL	RNA	M148	3		
M135_KID_RNA	SPL	RNA	M148	4		
M135_KID_RNA	SPL	RNA	M148	5		
M135_KID_RNA	SPL	RNA	M148	6		
M135_KID_RNA	SPL	RNA	M148	7		
M135_KID_RNA	SPL	RNA	M148	8		
M135_KID_RNA	SPL	RNA	M148	9		
M135_KID_RNA	SPL	RNA	M148	10		
M135_KID_RNA	SPL	RNA	M148	11		
M135_KID_RNA	SPL	RNA	M148	12		
M135_KID_RNA	SPL	RNA	M148	13		
M135_KID_RNA	SPL	RNA	M148	14		
M135_KID_RNA	SPL	RNA	M148	15		
M135_KID_RNA	SPL	RNA	M148	16		
M135_KID_RNA	SPL	RNA	M148	18		
M135_KID_RNA	SPL	RNA	M355	1		
M135_KID_RNA	SPL	RNA	M355	2		
M135_KID_RNA	SPL	RNA	M355	3		
M135_KID_RNA	SPL	RNA	M355	4		
M135_KID_RNA	SPL	RNA	M355	5		
M135_KID_RNA	SPL	RNA	M355	6		
M135_KID_RNA	SPL	RNA	M355	7		
M135_KID_RNA	SPL	RNA	M355	8		
M135_KID_RNA	SPL	RNA	M355	9		
M135_KID_RNA	SPL	RNA	M355	10		
M135_KID_RNA	SPL	RNA	M355	11		
M135_KID_RNA	SPL	RNA	M355	12		
M135_KID_RNA	SPL	RNA	M355	13		
M135_KID_RNA	SPL	RNA	M355	14		
M135_KID_RNA	SPL	RNA	M355	15		
M135_KID_RNA	SPL	RNA	M355	16		
M135_KID_RNA	SPL	RNA	M355	18		
M135_KID_RNA	THY	RNA	M135	1		
M135_KID_RNA	THY	RNA	M135	2		
M135_KID_RNA	THY	RNA	M135	3		
M135_KID_RNA	THY	RNA	M135	4		
M135_KID_RNA	THY	RNA	M135	5		
M135_KID_RNA	THY	RNA	M135	6		
M135_KID_RNA	THY	RNA	M135	7		
M135_KID_RNA	THY	RNA	M135	8		
M135_KID_RNA	THY	RNA	M135	9		
M135_KID_RNA	THY	RNA	M135	10		
M135_KID_RNA	THY	RNA	M135	11		
M135_KID_RNA	THY	RNA	M135	12		
M135_KID_RNA	THY	RNA	M135	13		
M135_KID_RNA	THY	RNA	M135	14		
M135_KID_RNA	THY	RNA	M135	15		
M135_KID_RNA	THY	RNA	M135	16		
M135_KID_RNA	THY	RNA	M135	18		
M135_KID_RNA	THY	RNA	M148	1		
M135_KID_RNA	THY	RNA	M148	2		
M135_KID_RNA	THY	RNA	M148	3		
M135_KID_RNA	THY	RNA	M148	4		
M135_KID_RNA	THY	RNA	M148	5		
M135_KID_RNA	THY	RNA	M148	6		
M135_KID_RNA	THY	RNA	M148	7		
M135_KID_RNA	THY	RNA	M148	8		
M135_KID_RNA	THY	RNA	M148	9		
M135_KID_RNA	THY	RNA	M148	10		
M135_KID_RNA	THY	RNA	M148	11		
M135_KID_RNA	THY	RNA	M148	12		
M135_KID_RNA	THY	RNA	M148	13		
M135_KID_RNA	THY	RNA	M148	14		
M135_KID_RNA	THY	RNA	M148	15		
M135_KID_RNA	THY	RNA	M148	16		
M135_KID_RNA	THY	RNA	M148	18		
M135_KID_RNA	THY	RNA	M355	1		
M135_KID_RNA	THY	RNA	M355	2		
M135_KID_RNA	THY	RNA	M355	3		
M135_KID_RNA	THY	RNA	M355	4		
M135_KID_RNA	THY	RNA	M355	5		
M135_KID_RNA	THY	RNA	M355	6		
M135_KID_RNA	THY	RNA	M355	7		
M135_KID_RNA	THY	RNA	M355	8		
M135_KID_RNA	THY	RNA	M355	9		
M135_KID_RNA	THY	RNA	M355	10		
M135_KID_RNA	THY	RNA	M355	11		
M135_KID_RNA	THY	RNA	M355	12		
M135_KID_RNA	THY	RNA	M355	13		
M135_KID_RNA	THY	RNA	M355	14		
M135_KID_RNA	THY	RNA	M355	15		
M135_KID_RNA	THY	RNA	M355	16		
M135_KID_RNA	THY	RNA	M355	18		
M135_LU_RNA	GON	RNA	M135	1		
M135_LU_RNA	GON	RNA	M135	2		
M135_LU_RNA	GON	RNA	M135	3		
M135_LU_RNA	GON	RNA	M135	4		
M135_LU_RNA	GON	RNA	M135	5		
M135_LU_RNA	GON	RNA	M135	6		
M135_LU_RNA	GON	RNA	M135	7		
M135_LU_RNA	GON	RNA	M135	8		
M135_LU_RNA	GON	RNA	M135	9		
M135_LU_RNA	GON	RNA	M135	10		
M135_LU_RNA	GON	RNA	M135	11		
M135_LU_RNA	GON	RNA	M135	12		
M135_LU_RNA	GON	RNA	M135	13		
M135_LU_RNA	GON	RNA	M135	14		
M135_LU_RNA	GON	RNA	M135	15		
M135_LU_RNA	GON	RNA	M135	16		
M135_LU_RNA	GON	RNA	M135	18		
M135_LU_RNA	GON	RNA	M148	1		
M135_LU_RNA	GON	RNA	M148	2		
M135_LU_RNA	GON	RNA	M148	3		
M135_LU_RNA	GON	RNA	M148	4		
M135_LU_RNA	GON	RNA	M148	5		
M135_LU_RNA	GON	RNA	M148	6		
M135_LU_RNA	GON	RNA	M148	7		
M135_LU_RNA	GON	RNA	M148	8		
M135_LU_RNA	GON	RNA	M148	9		
M135_LU_RNA	GON	RNA	M148	10		
M135_LU_RNA	GON	RNA	M148	11		
M135_LU_RNA	GON	RNA	M148	12		
M135_LU_RNA	GON	RNA	M148	13		
M135_LU_RNA	GON	RNA	M148	14		
M135_LU_RNA	GON	RNA	M148	15		
M135_LU_RNA	GON	RNA	M148	16		
M135_LU_RNA	GON	RNA	M148	18		
M135_LU_RNA	GON	RNA	M355	1		
M135_LU_RNA	GON	RNA	M355	2		
M135_LU_RNA	GON	RNA	M355	3		
M135_LU_RNA	GON	RNA	M355	4		
M135_LU_RNA	GON	RNA	M355	5		
M135_LU_RNA	GON	RNA	M355	6		
M135_LU_RNA	GON	RNA	M355	7		
M135_LU_RNA	GON	RNA	M355	8		
M135_LU_RNA	GON	RNA	M355	9		
M135_LU_RNA	GON	RNA	M355	10		
M135_LU_RNA	GON	RNA	M355	11		
M135_LU_RNA	GON	RNA	M355	12		
M135_LU_RNA	GON	RNA	M355	13		
M135_LU_RNA	GON	RNA	M355	14		
M135_LU_RNA	GON	RNA	M355	15		
M135_LU_RNA	GON	RNA	M355	16		
M135_LU_RNA	GON	RNA	M355	18		
M135_LU_RNA	KID	RNA	M135	1		
M135_LU_RNA	KID	RNA	M135	2		
M135_LU_RNA	KID	RNA	M135	3		
M135_LU_RNA	KID	RNA	M135	4		
M135_LU_RNA	KID	RNA	M135	5		
M135_LU_RNA	KID	RNA	M135	6		
M135_LU_RNA	KID	RNA	M135	7		
M135_LU_RNA	KID	RNA	M135	8		
M135_LU_RNA	KID	RNA	M135	9		
M135_LU_RNA	KID	RNA	M135	10		
M135_LU_RNA	KID	RNA	M135	11		
M135_LU_RNA	KID	RNA	M135	12		
M135_LU_RNA	KID	RNA	M135	13		
M135_LU_RNA	KID	RNA	M135	14		
M135_LU_RNA	KID	RNA	M135	15		
M135_LU_RNA	KID	RNA	M135	16		
M135_LU_RNA	KID	RNA	M135	18		
M135_LU_RNA	KID	RNA	M148	1		
M135_LU_RNA	KID	RNA	M148	2		
M135_LU_RNA	KID	RNA	M148	3		
M135_LU_RNA	KID	RNA	M148	4		
M135_LU_RNA	KID	RNA	M148	5		
M135_LU_RNA	KID	RNA	M148	6		
M135_LU_RNA	KID	RNA	M148	7		
M135_LU_RNA	KID	RNA	M148	8		
M135_LU_RNA	KID	RNA	M148	9		
M135_LU_RNA	KID	RNA	M148	10		
M135_LU_RNA	KID	RNA	M148	11		
M135_LU_RNA	KID	RNA	M148	12		
M135_LU_RNA	KID	RNA	M148	13		
M135_LU_RNA	KID	RNA	M148	14		
M135_LU_RNA	KID	RNA	M148	15		
M135_LU_RNA	KID	RNA	M148	16		
M135_LU_RNA	KID	RNA	M148	18		
M135_LU_RNA	KID	RNA	M355	1		
M135_LU_RNA	KID	RNA	M355	2		
M135_LU_RNA	KID	RNA	M355	3		
M135_LU_RNA	KID	RNA	M355	4		
M135_LU_RNA	KID	RNA	M355	5		
M135_LU_RNA	KID	RNA	M355	6		
M135_LU_RNA	KID	RNA	M355	7		
M135_LU_RNA	KID	RNA	M355	8		
M135_LU_RNA	KID	RNA	M355	9		
M135_LU_RNA	KID	RNA	M355	10		
M135_LU_RNA	KID	RNA	M355	11		
M135_LU_RNA	KID	RNA	M355	12		
M135_LU_RNA	KID	RNA	M355	13		
M135_LU_RNA	KID	RNA	M355	14		
M135_LU_RNA	KID	RNA	M355	15		
M135_LU_RNA	KID	RNA	M355	16		
M135_LU_RNA	KID	RNA	M355	18		
M135_LU_RNA	LU	RNA	M135	1	341.54057142857135	0.25203428571428566
M135_LU_RNA	LU	RNA	M135	2	1233.497142857143	0.9468114285714285
M135_LU_RNA	LU	RNA	M135	3	1000.3971428571427	0.8125657142857142
M135_LU_RNA	LU	RNA	M135	4	808.3371428571427	0.9094114285714284
M135_LU_RNA	LU	RNA	M135	5	494.4560000000001	0.5862600000000001
M135_LU_RNA	LU	RNA	M135	6	900.8057142857143	0.77648
M135_LU_RNA	LU	RNA	M135	7	816.5171428571426	0.8224199999999999
M135_LU_RNA	LU	RNA	M135	8	1235.6314285714286	1.082002857142857
M135_LU_RNA	LU	RNA	M135	9	6139.171428571429	4.9002285714285705
M135_LU_RNA	LU	RNA	M135	10	1651.1257142857146	1.0992142857142857
M135_LU_RNA	LU	RNA	M135	11	857.5914285714287	0.6450057142857143
M135_LU_RNA	LU	RNA	M135	12	1010.9	0.8134057142857144
M135_LU_RNA	LU	RNA	M135	13	984.5542857142858	0.7614000000000001
M135_LU_RNA	LU	RNA	M135	14	1051.2742857142857	1.1414257142857143
M135_LU_RNA	LU	RNA	M135	15	0.0	0.0
M135_LU_RNA	LU	RNA	M135	16	1659.4142857142856	1.3708142857142858
M135_LU_RNA	LU	RNA	M135	18	104.00399999999998	0.06876285714285714
M135_LU_RNA	LU	RNA	M148	1		
M135_LU_RNA	LU	RNA	M148	2		
M135_LU_RNA	LU	RNA	M148	3		
M135_LU_RNA	LU	RNA	M148	4		
M135_LU_RNA	LU	RNA	M148	5		
M135_LU_RNA	LU	RNA	M148	6		
M135_LU_RNA	LU	RNA	M148	7		
M135_LU_RNA	LU	RNA	M148	8		
M135_LU_RNA	LU	RNA	M148	9		
M135_LU_RNA	LU	RNA	M148	10		
M135_LU_RNA	LU	RNA	M148	11		
M135_LU_RNA	LU	RNA	M148	12		
M135_LU_RNA	LU	RNA	M148	13		
M135_LU_RNA	LU	RNA	M148	14		
M135_LU_RNA	LU	RNA	M148	15		
M135_LU_RNA	LU	RNA	M148	16		
M135_LU_RNA	LU	RNA	M148	18		
M135_LU_RNA	LU	RNA	M355	1		
M135_LU_RNA	LU	RNA	M355	2		
M135_LU_RNA	LU	RNA	M355	3		
M135_LU_RNA	LU	RNA	M355	4		
M135_LU_RNA	LU	RNA	M355	5		
M135_LU_RNA	LU	RNA	M355	6		
M135_LU_RNA	LU	RNA	M355	7		
M135_LU_RNA	LU	RNA	M355	8		
M135_LU_RNA	LU	RNA	M355	9		
M135_LU_RNA	LU	RNA	M355	10		
M135_LU_RNA	LU	RNA	M355	11		
M135_LU_RNA	LU	RNA	M355	12		
M135_LU_RNA	LU	RNA	M355	13		
M135_LU_RNA	LU	RNA	M355	14		
M135_LU_RNA	LU	RNA	M355	15		
M135_LU_RNA	LU	RNA	M355	16		
M135_LU_RNA	LU	RNA	M355	18		
M135_LU_RNA	RET	RNA	M135	1		
M135_LU_RNA	RET	RNA	M135	2		
M135_LU_RNA	RET	RNA	M135	3		
M135_LU_RNA	RET	RNA	M135	4		
M135_LU_RNA	RET	RNA	M135	5		
M135_LU_RNA	RET	RNA	M135	6		
M135_LU_RNA	RET	RNA	M135	7		
M135_LU_RNA	RET	RNA	M135	8		
M135_LU_RNA	RET	RNA	M135	9		
M135_LU_RNA	RET	RNA	M135	10		
M135_LU_RNA	RET	RNA	M135	11		
M135_LU_RNA	RET	RNA	M135	12		
M135_LU_RNA	RET	RNA	M135	13		
M135_LU_RNA	RET	RNA	M135	14		
M135_LU_RNA	RET	RNA	M135	15		
M135_LU_RNA	RET	RNA	M135	16		
M135_LU_RNA	RET	RNA	M135	18		
M135_LU_RNA	RET	RNA	M148	1		
M135_LU_RNA	RET	RNA	M148	2		
M135_LU_RNA	RET	RNA	M148	3		
M135_LU_RNA	RET	RNA	M148	4		
M135_LU_RNA	RET	RNA	M148	5		
M135_LU_RNA	RET	RNA	M148	6		
M135_LU_RNA	RET	RNA	M148	7		
M135_LU_RNA	RET	RNA	M148	8		
M135_LU_RNA	RET	RNA	M148	9		
M135_LU_RNA	RET	RNA	M148	10		
M135_LU_RNA	RET	RNA	M148	11		
M135_LU_RNA	RET	RNA	M148	12		
M135_LU_RNA	RET	RNA	M148	13		
M135_LU_RNA	RET	RNA	M148	14		
M135_LU_RNA	RET	RNA	M148	15		
M135_LU_RNA	RET	RNA	M148	16		
M135_LU_RNA	RET	RNA	M148	18		
M135_LU_RNA	RET	RNA	M355	1		
M135_LU_RNA	RET	RNA	M355	2		
M135_LU_RNA	RET	RNA	M355	3		
M135_LU_RNA	RET	RNA	M355	4		
M135_LU_RNA	RET	RNA	M355	5		
M135_LU_RNA	RET	RNA	M355	6		
M135_LU_RNA	RET	RNA	M355	7		
M135_LU_RNA	RET	RNA	M355	8		
M135_LU_RNA	RET	RNA	M355	9		
M135_LU_RNA	RET	RNA	M355	10		
M135_LU_RNA	RET	RNA	M355	11		
M135_LU_RNA	RET	RNA	M355	12		
M135_LU_RNA	RET	RNA	M355	13		
M135_LU_RNA	RET	RNA	M355	14		
M135_LU_RNA	RET	RNA	M355	15		
M135_LU_RNA	RET	RNA	M355	16		
M135_LU_RNA	RET	RNA	M355	18		
M135_LU_RNA	RPE	RNA	M135	1		
M135_LU_RNA	RPE	RNA	M135	2		
M135_LU_RNA	RPE	RNA	M135	3		
M135_LU_RNA	RPE	RNA	M135	4		
M135_LU_RNA	RPE	RNA	M135	5		
M135_LU_RNA	RPE	RNA	M135	6		
M135_LU_RNA	RPE	RNA	M135	7		
M135_LU_RNA	RPE	RNA	M135	8		
M135_LU_RNA	RPE	RNA	M135	9		
M135_LU_RNA	RPE	RNA	M135	10		
M135_LU_RNA	RPE	RNA	M135	11		
M135_LU_RNA	RPE	RNA	M135	12		
M135_LU_RNA	RPE	RNA	M135	13		
M135_LU_RNA	RPE	RNA	M135	14		
M135_LU_RNA	RPE	RNA	M135	15		
M135_LU_RNA	RPE	RNA	M135	16		
M135_LU_RNA	RPE	RNA	M135	18		
M135_LU_RNA	RPE	RNA	M148	1		
M135_LU_RNA	RPE	RNA	M148	2		
M135_LU_RNA	RPE	RNA	M148	3		
M135_LU_RNA	RPE	RNA	M148	4		
M135_LU_RNA	RPE	RNA	M148	5		
M135_LU_RNA	RPE	RNA	M148	6		
M135_LU_RNA	RPE	RNA	M148	7		
M135_LU_RNA	RPE	RNA	M148	8		
M135_LU_RNA	RPE	RNA	M148	9		
M135_LU_RNA	RPE	RNA	M148	10		
M135_LU_RNA	RPE	RNA	M148	11		
M135_LU_RNA	RPE	RNA	M148	12		
M135_LU_RNA	RPE	RNA	M148	13		
M135_LU_RNA	RPE	RNA	M148	14		
M135_LU_RNA	RPE	RNA	M148	15		
M135_LU_RNA	RPE	RNA	M148	16		
M135_LU_RNA	RPE	RNA	M148	18		
M135_LU_RNA	RPE	RNA	M355	1		
M135_LU_RNA	RPE	RNA	M355	2		
M135_LU_RNA	RPE	RNA	M355	3		
M135_LU_RNA	RPE	RNA	M355	4		
M135_LU_RNA	RPE	RNA	M355	5		
M135_LU_RNA	RPE	RNA	M355	6		
M135_LU_RNA	RPE	RNA	M355	7		
M135_LU_RNA	RPE	RNA	M355	8		
M135_LU_RNA	RPE	RNA	M355	9		
M135_LU_RNA	RPE	RNA	M355	10		
M135_LU_RNA	RPE	RNA	M355	11		
M135_LU_RNA	RPE	RNA	M355	12		
M135_LU_RNA	RPE	RNA	M355	13		
M135_LU_RNA	RPE	RNA	M355	14		
M135_LU_RNA	RPE	RNA	M355	15		
M135_LU_RNA	RPE	RNA	M355	16		
M135_LU_RNA	RPE	RNA	M355	18		
M135_LU_RNA	SPL	RNA	M135	1		
M135_LU_RNA	SPL	RNA	M135	2		
M135_LU_RNA	SPL	RNA	M135	3		
M135_LU_RNA	SPL	RNA	M135	4		
M135_LU_RNA	SPL	RNA	M135	5		
M135_LU_RNA	SPL	RNA	M135	6		
M135_LU_RNA	SPL	RNA	M135	7		
M135_LU_RNA	SPL	RNA	M135	8		
M135_LU_RNA	SPL	RNA	M135	9		
M135_LU_RNA	SPL	RNA	M135	10		
M135_LU_RNA	SPL	RNA	M135	11		
M135_LU_RNA	SPL	RNA	M135	12		
M135_LU_RNA	SPL	RNA	M135	13		
M135_LU_RNA	SPL	RNA	M135	14		
M135_LU_RNA	SPL	RNA	M135	15		
M135_LU_RNA	SPL	RNA	M135	16		
M135_LU_RNA	SPL	RNA	M135	18		
M135_LU_RNA	SPL	RNA	M148	1		
M135_LU_RNA	SPL	RNA	M148	2		
M135_LU_RNA	SPL	RNA	M148	3		
M135_LU_RNA	SPL	RNA	M148	4		
M135_LU_RNA	SPL	RNA	M148	5		
M135_LU_RNA	SPL	RNA	M148	6		
M135_LU_RNA	SPL	RNA	M148	7		
M135_LU_RNA	SPL	RNA	M148	8		
M135_LU_RNA	SPL	RNA	M148	9		
M135_LU_RNA	SPL	RNA	M148	10		
M135_LU_RNA	SPL	RNA	M148	11		
M135_LU_RNA	SPL	RNA	M148	12		
M135_LU_RNA	SPL	RNA	M148	13		
M135_LU_RNA	SPL	RNA	M148	14		
M135_LU_RNA	SPL	RNA	M148	15		
M135_LU_RNA	SPL	RNA	M148	16		
M135_LU_RNA	SPL	RNA	M148	18		
M135_LU_RNA	SPL	RNA	M355	1		
M135_LU_RNA	SPL	RNA	M355	2		
M135_LU_RNA	SPL	RNA	M355	3		
M135_LU_RNA	SPL	RNA	M355	4		
M135_LU_RNA	SPL	RNA	M355	5		
M135_LU_RNA	SPL	RNA	M355	6		
M135_LU_RNA	SPL	RNA	M355	7		
M135_LU_RNA	SPL	RNA	M355	8		
M135_LU_RNA	SPL	RNA	M355	9		
M135_LU_RNA	SPL	RNA	M355	10		
M135_LU_RNA	SPL	RNA	M355	11		
M135_LU_RNA	SPL	RNA	M355	12		
M135_LU_RNA	SPL	RNA	M355	13		
M135_LU_RNA	SPL	RNA	M355	14		
M135_LU_RNA	SPL	RNA	M355	15		
M135_LU_RNA	SPL	RNA	M355	16		
M135_LU_RNA	SPL	RNA	M355	18		
M135_LU_RNA	THY	RNA	M135	1		
M135_LU_RNA	THY	RNA	M135	2		
M135_LU_RNA	THY	RNA	M135	3		
M135_LU_RNA	THY	RNA	M135	4		
M135_LU_RNA	THY	RNA	M135	5		
M135_LU_RNA	THY	RNA	M135	6		
M135_LU_RNA	THY	RNA	M135	7		
M135_LU_RNA	THY	RNA	M135	8		
M135_LU_RNA	THY	RNA	M135	9		
M135_LU_RNA	THY	RNA	M135	10		
M135_LU_RNA	THY	RNA	M135	11		
M135_LU_RNA	THY	RNA	M135	12		
M135_LU_RNA	THY	RNA	M135	13		
M135_LU_RNA	THY	RNA	M135	14		
M135_LU_RNA	THY	RNA	M135	15		
M135_LU_RNA	THY	RNA	M135	16		
M135_LU_RNA	THY	RNA	M135	18		
M135_LU_RNA	THY	RNA	M148	1		
M135_LU_RNA	THY	RNA	M148	2		
M135_LU_RNA	THY	RNA	M148	3		
M135_LU_RNA	THY	RNA	M148	4		
M135_LU_RNA	THY	RNA	M148	5		
M135_LU_RNA	THY	RNA	M148	6		
M135_LU_RNA	THY	RNA	M148	7		
M135_LU_RNA	THY	RNA	M148	8		
M135_LU_RNA	THY	RNA	M148	9		
M135_LU_RNA	THY	RNA	M148	10		
M135_LU_RNA	THY	RNA	M148	11		
M135_LU_RNA	THY	RNA	M148	12		
M135_LU_RNA	THY	RNA	M148	13		
M135_LU_RNA	THY	RNA	M148	14		
M135_LU_RNA	THY	RNA	M148	15		
M135_LU_RNA	THY	RNA	M148	16		
M135_LU_RNA	THY	RNA	M148	18		
M135_LU_RNA	THY	RNA	M355	1		
M135_LU_RNA	THY	RNA	M355	2		
M135_LU_RNA	THY	RNA	M355	3		
M135_LU_RNA	THY	RNA	M355	4		
M135_LU_RNA	THY	RNA	M355	5		
M135_LU_RNA	THY	RNA	M355	6		
M135_LU_RNA	THY	RNA	M355	7		
M135_LU_RNA	THY	RNA	M355	8		
M135_LU_RNA	THY	RNA	M355	9		
M135_LU_RNA	THY	RNA	M355	10		
M135_LU_RNA	THY	RNA	M355	11		
M135_LU_RNA	THY	RNA	M355	12		
M135_LU_RNA	THY	RNA	M355	13		
M135_LU_RNA	THY	RNA	M355	14		
M135_LU_RNA	THY	RNA	M355	15		
M135_LU_RNA	THY	RNA	M355	16		
M135_LU_RNA	THY	RNA	M355	18		
M135_RET_RNA	GON	RNA	M135	1		
M135_RET_RNA	GON	RNA	M135	2		
M135_RET_RNA	GON	RNA	M135	3		
M135_RET_RNA	GON	RNA	M135	4		
M135_RET_RNA	GON	RNA	M135	5		
M135_RET_RNA	GON	RNA	M135	6		
M135_RET_RNA	GON	RNA	M135	7		
M135_RET_RNA	GON	RNA	M135	8		
M135_RET_RNA	GON	RNA	M135	9		
M135_RET_RNA	GON	RNA	M135	10		
M135_RET_RNA	GON	RNA	M135	11		
M135_RET_RNA	GON	RNA	M135	12		
M135_RET_RNA	GON	RNA	M135	13		
M135_RET_RNA	GON	RNA	M135	14		
M135_RET_RNA	GON	RNA	M135	15		
M135_RET_RNA	GON	RNA	M135	16		
M135_RET_RNA	GON	RNA	M135	18		
M135_RET_RNA	GON	RNA	M148	1		
M135_RET_RNA	GON	RNA	M148	2		
M135_RET_RNA	GON	RNA	M148	3		
M135_RET_RNA	GON	RNA	M148	4		
M135_RET_RNA	GON	RNA	M148	5		
M135_RET_RNA	GON	RNA	M148	6		
M135_RET_RNA	GON	RNA	M148	7		
M135_RET_RNA	GON	RNA	M148	8		
M135_RET_RNA	GON	RNA	M148	9		
M135_RET_RNA	GON	RNA	M148	10		
M135_RET_RNA	GON	RNA	M148	11		
M135_RET_RNA	GON	RNA	M148	12		
M135_RET_RNA	GON	RNA	M148	13		
M135_RET_RNA	GON	RNA	M148	14		
M135_RET_RNA	GON	RNA	M148	15		
M135_RET_RNA	GON	RNA	M148	16		
M135_RET_RNA	GON	RNA	M148	18		
M135_RET_RNA	GON	RNA	M355	1		
M135_RET_RNA	GON	RNA	M355	2		
M135_RET_RNA	GON	RNA	M355	3		
M135_RET_RNA	GON	RNA	M355	4		
M135_RET_RNA	GON	RNA	M355	5		
M135_RET_RNA	GON	RNA	M355	6		
M135_RET_RNA	GON	RNA	M355	7		
M135_RET_RNA	GON	RNA	M355	8		
M135_RET_RNA	GON	RNA	M355	9		
M135_RET_RNA	GON	RNA	M355	10		
M135_RET_RNA	GON	RNA	M355	11		
M135_RET_RNA	GON	RNA	M355	12		
M135_RET_RNA	GON	RNA	M355	13		
M135_RET_RNA	GON	RNA	M355	14		
M135_RET_RNA	GON	RNA	M355	15		
M135_RET_RNA	GON	RNA	M355	16		
M135_RET_RNA	GON	RNA	M355	18		
M135_RET_RNA	KID	RNA	M135	1		
M135_RET_RNA	KID	RNA	M135	2		
M135_RET_RNA	KID	RNA	M135	3		
M135_RET_RNA	KID	RNA	M135	4		
M135_RET_RNA	KID	RNA	M135	5		
M135_RET_RNA	KID	RNA	M135	6		
M135_RET_RNA	KID	RNA	M135	7		
M135_RET_RNA	KID	RNA	M135	8		
M135_RET_RNA	KID	RNA	M135	9		
M135_RET_RNA	KID	RNA	M135	10		
M135_RET_RNA	KID	RNA	M135	11		
M135_RET_RNA	KID	RNA	M135	12		
M135_RET_RNA	KID	RNA	M135	13		
M135_RET_RNA	KID	RNA	M135	14		
M135_RET_RNA	KID	RNA	M135	15		
M135_RET_RNA	KID	RNA	M135	16		
M135_RET_RNA	KID	RNA	M135	18		
M135_RET_RNA	KID	RNA	M148	1		
M135_RET_RNA	KID	RNA	M148	2		
M135_RET_RNA	KID	RNA	M148	3		
M135_RET_RNA	KID	RNA	M148	4		
M135_RET_RNA	KID	RNA	M148	5		
M135_RET_RNA	KID	RNA	M148	6		
M135_RET_RNA	KID	RNA	M148	7		
M135_RET_RNA	KID	RNA	M148	8		
M135_RET_RNA	KID	RNA	M148	9		
M135_RET_RNA	KID	RNA	M148	10		
M135_RET_RNA	KID	RNA	M148	11		
M135_RET_RNA	KID	RNA	M148	12		
M135_RET_RNA	KID	RNA	M148	13		
M135_RET_RNA	KID	RNA	M148	14		
M135_RET_RNA	KID	RNA	M148	15		
M135_RET_RNA	KID	RNA	M148	16		
M135_RET_RNA	KID	RNA	M148	18		
M135_RET_RNA	KID	RNA	M355	1		
M135_RET_RNA	KID	RNA	M355	2		
M135_RET_RNA	KID	RNA	M355	3		
M135_RET_RNA	KID	RNA	M355	4		
M135_RET_RNA	KID	RNA	M355	5		
