sample	tissue	nucl	subject	pool_id	rpm	rpm_ratio
M148_RPE_RNA	LU	RNA	M135	15		
M148_RPE_RNA	LU	RNA	M135	16		
M148_RPE_RNA	LU	RNA	M135	18		
M148_RPE_RNA	LU	RNA	M148	1		
M148_RPE_RNA	LU	RNA	M148	2		
M148_RPE_RNA	LU	RNA	M148	3		
M148_RPE_RNA	LU	RNA	M148	4		
M148_RPE_RNA	LU	RNA	M148	5		
M148_RPE_RNA	LU	RNA	M148	6		
M148_RPE_RNA	LU	RNA	M148	7		
M148_RPE_RNA	LU	RNA	M148	8		
M148_RPE_RNA	LU	RNA	M148	9		
M148_RPE_RNA	LU	RNA	M148	10		
M148_RPE_RNA	LU	RNA	M148	11		
M148_RPE_RNA	LU	RNA	M148	12		
M148_RPE_RNA	LU	RNA	M148	13		
M148_RPE_RNA	LU	RNA	M148	14		
M148_RPE_RNA	LU	RNA	M148	15		
M148_RPE_RNA	LU	RNA	M148	16		
M148_RPE_RNA	LU	RNA	M148	18		
M148_RPE_RNA	LU	RNA	M355	1		
M148_RPE_RNA	LU	RNA	M355	2		
M148_RPE_RNA	LU	RNA	M355	3		
M148_RPE_RNA	LU	RNA	M355	4		
M148_RPE_RNA	LU	RNA	M355	5		
M148_RPE_RNA	LU	RNA	M355	6		
M148_RPE_RNA	LU	RNA	M355	7		
M148_RPE_RNA	LU	RNA	M355	8		
M148_RPE_RNA	LU	RNA	M355	9		
M148_RPE_RNA	LU	RNA	M355	10		
M148_RPE_RNA	LU	RNA	M355	11		
M148_RPE_RNA	LU	RNA	M355	12		
M148_RPE_RNA	LU	RNA	M355	13		
M148_RPE_RNA	LU	RNA	M355	14		
M148_RPE_RNA	LU	RNA	M355	15		
M148_RPE_RNA	LU	RNA	M355	16		
M148_RPE_RNA	LU	RNA	M355	18		
M148_RPE_RNA	RET	RNA	M135	1		
M148_RPE_RNA	RET	RNA	M135	2		
M148_RPE_RNA	RET	RNA	M135	3		
M148_RPE_RNA	RET	RNA	M135	4		
M148_RPE_RNA	RET	RNA	M135	5		
M148_RPE_RNA	RET	RNA	M135	6		
M148_RPE_RNA	RET	RNA	M135	7		
M148_RPE_RNA	RET	RNA	M135	8		
M148_RPE_RNA	RET	RNA	M135	9		
M148_RPE_RNA	RET	RNA	M135	10		
M148_RPE_RNA	RET	RNA	M135	11		
M148_RPE_RNA	RET	RNA	M135	12		
M148_RPE_RNA	RET	RNA	M135	13		
M148_RPE_RNA	RET	RNA	M135	14		
M148_RPE_RNA	RET	RNA	M135	15		
M148_RPE_RNA	RET	RNA	M135	16		
M148_RPE_RNA	RET	RNA	M135	18		
M148_RPE_RNA	RET	RNA	M148	1		
M148_RPE_RNA	RET	RNA	M148	2		
M148_RPE_RNA	RET	RNA	M148	3		
M148_RPE_RNA	RET	RNA	M148	4		
M148_RPE_RNA	RET	RNA	M148	5		
M148_RPE_RNA	RET	RNA	M148	6		
M148_RPE_RNA	RET	RNA	M148	7		
M148_RPE_RNA	RET	RNA	M148	8		
M148_RPE_RNA	RET	RNA	M148	9		
M148_RPE_RNA	RET	RNA	M148	10		
M148_RPE_RNA	RET	RNA	M148	11		
M148_RPE_RNA	RET	RNA	M148	12		
M148_RPE_RNA	RET	RNA	M148	13		
M148_RPE_RNA	RET	RNA	M148	14		
M148_RPE_RNA	RET	RNA	M148	15		
M148_RPE_RNA	RET	RNA	M148	16		
M148_RPE_RNA	RET	RNA	M148	18		
M148_RPE_RNA	RET	RNA	M355	1		
M148_RPE_RNA	RET	RNA	M355	2		
M148_RPE_RNA	RET	RNA	M355	3		
M148_RPE_RNA	RET	RNA	M355	4		
M148_RPE_RNA	RET	RNA	M355	5		
M148_RPE_RNA	RET	RNA	M355	6		
M148_RPE_RNA	RET	RNA	M355	7		
M148_RPE_RNA	RET	RNA	M355	8		
M148_RPE_RNA	RET	RNA	M355	9		
M148_RPE_RNA	RET	RNA	M355	10		
M148_RPE_RNA	RET	RNA	M355	11		
M148_RPE_RNA	RET	RNA	M355	12		
M148_RPE_RNA	RET	RNA	M355	13		
M148_RPE_RNA	RET	RNA	M355	14		
M148_RPE_RNA	RET	RNA	M355	15		
M148_RPE_RNA	RET	RNA	M355	16		
M148_RPE_RNA	RET	RNA	M355	18		
M148_RPE_RNA	RPE	RNA	M135	1		
M148_RPE_RNA	RPE	RNA	M135	2		
M148_RPE_RNA	RPE	RNA	M135	3		
M148_RPE_RNA	RPE	RNA	M135	4		
M148_RPE_RNA	RPE	RNA	M135	5		
M148_RPE_RNA	RPE	RNA	M135	6		
M148_RPE_RNA	RPE	RNA	M135	7		
M148_RPE_RNA	RPE	RNA	M135	8		
M148_RPE_RNA	RPE	RNA	M135	9		
M148_RPE_RNA	RPE	RNA	M135	10		
M148_RPE_RNA	RPE	RNA	M135	11		
M148_RPE_RNA	RPE	RNA	M135	12		
M148_RPE_RNA	RPE	RNA	M135	13		
M148_RPE_RNA	RPE	RNA	M135	14		
M148_RPE_RNA	RPE	RNA	M135	15		
M148_RPE_RNA	RPE	RNA	M135	16		
M148_RPE_RNA	RPE	RNA	M135	18		
M148_RPE_RNA	RPE	RNA	M148	1	725.9885714285714	0.5521142857142857
M148_RPE_RNA	RPE	RNA	M148	2	658.1428571428571	0.4123428571428572
M148_RPE_RNA	RPE	RNA	M148	3	540.1714285714286	0.3776
M148_RPE_RNA	RPE	RNA	M148	4	924.8857142857142	0.712342857142857
M148_RPE_RNA	RPE	RNA	M148	5	386.0	0.3660857142857143
M148_RPE_RNA	RPE	RNA	M148	6	907.6657142857142	0.6741714285714285
M148_RPE_RNA	RPE	RNA	M148	7	326.8	0.33942857142857147
M148_RPE_RNA	RPE	RNA	M148	8	566.2314285714285	0.4474571428571428
M148_RPE_RNA	RPE	RNA	M148	9	1206.9142857142858	0.8334085714285713
M148_RPE_RNA	RPE	RNA	M148	10	630.9142857142857	0.4110571428571429
M148_RPE_RNA	RPE	RNA	M148	11	92.62857142857143	0.0642
M148_RPE_RNA	RPE	RNA	M148	12	611.3457142857143	0.6786657142857142
M148_RPE_RNA	RPE	RNA	M148	13	699.9142857142857	0.6643971428571429
M148_RPE_RNA	RPE	RNA	M148	14	296.8857142857143	0.22048571428571428
M148_RPE_RNA	RPE	RNA	M148	15	0.0	0.0
M148_RPE_RNA	RPE	RNA	M148	16	243.5057142857143	0.16975142857142858
M148_RPE_RNA	RPE	RNA	M148	18	0.0	0.0
M148_RPE_RNA	RPE	RNA	M355	1		
M148_RPE_RNA	RPE	RNA	M355	2		
M148_RPE_RNA	RPE	RNA	M355	3		
M148_RPE_RNA	RPE	RNA	M355	4		
M148_RPE_RNA	RPE	RNA	M355	5		
M148_RPE_RNA	RPE	RNA	M355	6		
M148_RPE_RNA	RPE	RNA	M355	7		
M148_RPE_RNA	RPE	RNA	M355	8		
M148_RPE_RNA	RPE	RNA	M355	9		
M148_RPE_RNA	RPE	RNA	M355	10		
M148_RPE_RNA	RPE	RNA	M355	11		
M148_RPE_RNA	RPE	RNA	M355	12		
M148_RPE_RNA	RPE	RNA	M355	13		
M148_RPE_RNA	RPE	RNA	M355	14		
M148_RPE_RNA	RPE	RNA	M355	15		
M148_RPE_RNA	RPE	RNA	M355	16		
M148_RPE_RNA	RPE	RNA	M355	18		
M148_RPE_RNA	SPL	RNA	M135	1		
M148_RPE_RNA	SPL	RNA	M135	2		
M148_RPE_RNA	SPL	RNA	M135	3		
M148_RPE_RNA	SPL	RNA	M135	4		
M148_RPE_RNA	SPL	RNA	M135	5		
M148_RPE_RNA	SPL	RNA	M135	6		
M148_RPE_RNA	SPL	RNA	M135	7		
M148_RPE_RNA	SPL	RNA	M135	8		
M148_RPE_RNA	SPL	RNA	M135	9		
M148_RPE_RNA	SPL	RNA	M135	10		
M148_RPE_RNA	SPL	RNA	M135	11		
M148_RPE_RNA	SPL	RNA	M135	12		
M148_RPE_RNA	SPL	RNA	M135	13		
M148_RPE_RNA	SPL	RNA	M135	14		
M148_RPE_RNA	SPL	RNA	M135	15		
M148_RPE_RNA	SPL	RNA	M135	16		
M148_RPE_RNA	SPL	RNA	M135	18		
M148_RPE_RNA	SPL	RNA	M148	1		
M148_RPE_RNA	SPL	RNA	M148	2		
M148_RPE_RNA	SPL	RNA	M148	3		
M148_RPE_RNA	SPL	RNA	M148	4		
M148_RPE_RNA	SPL	RNA	M148	5		
M148_RPE_RNA	SPL	RNA	M148	6		
M148_RPE_RNA	SPL	RNA	M148	7		
M148_RPE_RNA	SPL	RNA	M148	8		
M148_RPE_RNA	SPL	RNA	M148	9		
M148_RPE_RNA	SPL	RNA	M148	10		
M148_RPE_RNA	SPL	RNA	M148	11		
M148_RPE_RNA	SPL	RNA	M148	12		
M148_RPE_RNA	SPL	RNA	M148	13		
M148_RPE_RNA	SPL	RNA	M148	14		
M148_RPE_RNA	SPL	RNA	M148	15		
M148_RPE_RNA	SPL	RNA	M148	16		
M148_RPE_RNA	SPL	RNA	M148	18		
M148_RPE_RNA	SPL	RNA	M355	1		
M148_RPE_RNA	SPL	RNA	M355	2		
M148_RPE_RNA	SPL	RNA	M355	3		
M148_RPE_RNA	SPL	RNA	M355	4		
M148_RPE_RNA	SPL	RNA	M355	5		
M148_RPE_RNA	SPL	RNA	M355	6		
M148_RPE_RNA	SPL	RNA	M355	7		
M148_RPE_RNA	SPL	RNA	M355	8		
M148_RPE_RNA	SPL	RNA	M355	9		
M148_RPE_RNA	SPL	RNA	M355	10		
M148_RPE_RNA	SPL	RNA	M355	11		
M148_RPE_RNA	SPL	RNA	M355	12		
M148_RPE_RNA	SPL	RNA	M355	13		
M148_RPE_RNA	SPL	RNA	M355	14		
M148_RPE_RNA	SPL	RNA	M355	15		
M148_RPE_RNA	SPL	RNA	M355	16		
M148_RPE_RNA	SPL	RNA	M355	18		
M148_RPE_RNA	THY	RNA	M135	1		
M148_RPE_RNA	THY	RNA	M135	2		
M148_RPE_RNA	THY	RNA	M135	3		
M148_RPE_RNA	THY	RNA	M135	4		
M148_RPE_RNA	THY	RNA	M135	5		
M148_RPE_RNA	THY	RNA	M135	6		
M148_RPE_RNA	THY	RNA	M135	7		
M148_RPE_RNA	THY	RNA	M135	8		
M148_RPE_RNA	THY	RNA	M135	9		
M148_RPE_RNA	THY	RNA	M135	10		
M148_RPE_RNA	THY	RNA	M135	11		
M148_RPE_RNA	THY	RNA	M135	12		
M148_RPE_RNA	THY	RNA	M135	13		
M148_RPE_RNA	THY	RNA	M135	14		
M148_RPE_RNA	THY	RNA	M135	15		
M148_RPE_RNA	THY	RNA	M135	16		
M148_RPE_RNA	THY	RNA	M135	18		
M148_RPE_RNA	THY	RNA	M148	1		
M148_RPE_RNA	THY	RNA	M148	2		
M148_RPE_RNA	THY	RNA	M148	3		
M148_RPE_RNA	THY	RNA	M148	4		
M148_RPE_RNA	THY	RNA	M148	5		
M148_RPE_RNA	THY	RNA	M148	6		
M148_RPE_RNA	THY	RNA	M148	7		
M148_RPE_RNA	THY	RNA	M148	8		
M148_RPE_RNA	THY	RNA	M148	9		
M148_RPE_RNA	THY	RNA	M148	10		
M148_RPE_RNA	THY	RNA	M148	11		
M148_RPE_RNA	THY	RNA	M148	12		
M148_RPE_RNA	THY	RNA	M148	13		
M148_RPE_RNA	THY	RNA	M148	14		
M148_RPE_RNA	THY	RNA	M148	15		
M148_RPE_RNA	THY	RNA	M148	16		
M148_RPE_RNA	THY	RNA	M148	18		
M148_RPE_RNA	THY	RNA	M355	1		
M148_RPE_RNA	THY	RNA	M355	2		
M148_RPE_RNA	THY	RNA	M355	3		
M148_RPE_RNA	THY	RNA	M355	4		
M148_RPE_RNA	THY	RNA	M355	5		
M148_RPE_RNA	THY	RNA	M355	6		
M148_RPE_RNA	THY	RNA	M355	7		
M148_RPE_RNA	THY	RNA	M355	8		
M148_RPE_RNA	THY	RNA	M355	9		
M148_RPE_RNA	THY	RNA	M355	10		
M148_RPE_RNA	THY	RNA	M355	11		
M148_RPE_RNA	THY	RNA	M355	12		
M148_RPE_RNA	THY	RNA	M355	13		
M148_RPE_RNA	THY	RNA	M355	14		
M148_RPE_RNA	THY	RNA	M355	15		
M148_RPE_RNA	THY	RNA	M355	16		
M148_RPE_RNA	THY	RNA	M355	18		
M148_SPL_RNA	GON	RNA	M135	1		
M148_SPL_RNA	GON	RNA	M135	2		
M148_SPL_RNA	GON	RNA	M135	3		
M148_SPL_RNA	GON	RNA	M135	4		
M148_SPL_RNA	GON	RNA	M135	5		
M148_SPL_RNA	GON	RNA	M135	6		
M148_SPL_RNA	GON	RNA	M135	7		
M148_SPL_RNA	GON	RNA	M135	8		
M148_SPL_RNA	GON	RNA	M135	9		
M148_SPL_RNA	GON	RNA	M135	10		
M148_SPL_RNA	GON	RNA	M135	11		
M148_SPL_RNA	GON	RNA	M135	12		
M148_SPL_RNA	GON	RNA	M135	13		
M148_SPL_RNA	GON	RNA	M135	14		
M148_SPL_RNA	GON	RNA	M135	15		
M148_SPL_RNA	GON	RNA	M135	16		
M148_SPL_RNA	GON	RNA	M135	18		
M148_SPL_RNA	GON	RNA	M148	1		
M148_SPL_RNA	GON	RNA	M148	2		
M148_SPL_RNA	GON	RNA	M148	3		
M148_SPL_RNA	GON	RNA	M148	4		
M148_SPL_RNA	GON	RNA	M148	5		
M148_SPL_RNA	GON	RNA	M148	6		
M148_SPL_RNA	GON	RNA	M148	7		
M148_SPL_RNA	GON	RNA	M148	8		
M148_SPL_RNA	GON	RNA	M148	9		
M148_SPL_RNA	GON	RNA	M148	10		
M148_SPL_RNA	GON	RNA	M148	11		
M148_SPL_RNA	GON	RNA	M148	12		
M148_SPL_RNA	GON	RNA	M148	13		
M148_SPL_RNA	GON	RNA	M148	14		
M148_SPL_RNA	GON	RNA	M148	15		
M148_SPL_RNA	GON	RNA	M148	16		
M148_SPL_RNA	GON	RNA	M148	18		
M148_SPL_RNA	GON	RNA	M355	1		
M148_SPL_RNA	GON	RNA	M355	2		
M148_SPL_RNA	GON	RNA	M355	3		
M148_SPL_RNA	GON	RNA	M355	4		
M148_SPL_RNA	GON	RNA	M355	5		
M148_SPL_RNA	GON	RNA	M355	6		
M148_SPL_RNA	GON	RNA	M355	7		
M148_SPL_RNA	GON	RNA	M355	8		
M148_SPL_RNA	GON	RNA	M355	9		
M148_SPL_RNA	GON	RNA	M355	10		
M148_SPL_RNA	GON	RNA	M355	11		
M148_SPL_RNA	GON	RNA	M355	12		
M148_SPL_RNA	GON	RNA	M355	13		
M148_SPL_RNA	GON	RNA	M355	14		
M148_SPL_RNA	GON	RNA	M355	15		
M148_SPL_RNA	GON	RNA	M355	16		
M148_SPL_RNA	GON	RNA	M355	18		
M148_SPL_RNA	KID	RNA	M135	1		
M148_SPL_RNA	KID	RNA	M135	2		
M148_SPL_RNA	KID	RNA	M135	3		
M148_SPL_RNA	KID	RNA	M135	4		
M148_SPL_RNA	KID	RNA	M135	5		
M148_SPL_RNA	KID	RNA	M135	6		
M148_SPL_RNA	KID	RNA	M135	7		
M148_SPL_RNA	KID	RNA	M135	8		
M148_SPL_RNA	KID	RNA	M135	9		
M148_SPL_RNA	KID	RNA	M135	10		
M148_SPL_RNA	KID	RNA	M135	11		
M148_SPL_RNA	KID	RNA	M135	12		
M148_SPL_RNA	KID	RNA	M135	13		
M148_SPL_RNA	KID	RNA	M135	14		
M148_SPL_RNA	KID	RNA	M135	15		
M148_SPL_RNA	KID	RNA	M135	16		
M148_SPL_RNA	KID	RNA	M135	18		
M148_SPL_RNA	KID	RNA	M148	1		
M148_SPL_RNA	KID	RNA	M148	2		
M148_SPL_RNA	KID	RNA	M148	3		
M148_SPL_RNA	KID	RNA	M148	4		
M148_SPL_RNA	KID	RNA	M148	5		
M148_SPL_RNA	KID	RNA	M148	6		
M148_SPL_RNA	KID	RNA	M148	7		
M148_SPL_RNA	KID	RNA	M148	8		
M148_SPL_RNA	KID	RNA	M148	9		
M148_SPL_RNA	KID	RNA	M148	10		
M148_SPL_RNA	KID	RNA	M148	11		
M148_SPL_RNA	KID	RNA	M148	12		
M148_SPL_RNA	KID	RNA	M148	13		
M148_SPL_RNA	KID	RNA	M148	14		
M148_SPL_RNA	KID	RNA	M148	15		
M148_SPL_RNA	KID	RNA	M148	16		
M148_SPL_RNA	KID	RNA	M148	18		
M148_SPL_RNA	KID	RNA	M355	1		
M148_SPL_RNA	KID	RNA	M355	2		
M148_SPL_RNA	KID	RNA	M355	3		
M148_SPL_RNA	KID	RNA	M355	4		
M148_SPL_RNA	KID	RNA	M355	5		
M148_SPL_RNA	KID	RNA	M355	6		
M148_SPL_RNA	KID	RNA	M355	7		
M148_SPL_RNA	KID	RNA	M355	8		
M148_SPL_RNA	KID	RNA	M355	9		
M148_SPL_RNA	KID	RNA	M355	10		
M148_SPL_RNA	KID	RNA	M355	11		
M148_SPL_RNA	KID	RNA	M355	12		
M148_SPL_RNA	KID	RNA	M355	13		
M148_SPL_RNA	KID	RNA	M355	14		
M148_SPL_RNA	KID	RNA	M355	15		
M148_SPL_RNA	KID	RNA	M355	16		
M148_SPL_RNA	KID	RNA	M355	18		
M148_SPL_RNA	LU	RNA	M135	1		
M148_SPL_RNA	LU	RNA	M135	2		
M148_SPL_RNA	LU	RNA	M135	3		
M148_SPL_RNA	LU	RNA	M135	4		
M148_SPL_RNA	LU	RNA	M135	5		
M148_SPL_RNA	LU	RNA	M135	6		
M148_SPL_RNA	LU	RNA	M135	7		
M148_SPL_RNA	LU	RNA	M135	8		
M148_SPL_RNA	LU	RNA	M135	9		
M148_SPL_RNA	LU	RNA	M135	10		
M148_SPL_RNA	LU	RNA	M135	11		
M148_SPL_RNA	LU	RNA	M135	12		
M148_SPL_RNA	LU	RNA	M135	13		
M148_SPL_RNA	LU	RNA	M135	14		
M148_SPL_RNA	LU	RNA	M135	15		
M148_SPL_RNA	LU	RNA	M135	16		
M148_SPL_RNA	LU	RNA	M135	18		
M148_SPL_RNA	LU	RNA	M148	1		
M148_SPL_RNA	LU	RNA	M148	2		
M148_SPL_RNA	LU	RNA	M148	3		
M148_SPL_RNA	LU	RNA	M148	4		
M148_SPL_RNA	LU	RNA	M148	5		
M148_SPL_RNA	LU	RNA	M148	6		
M148_SPL_RNA	LU	RNA	M148	7		
M148_SPL_RNA	LU	RNA	M148	8		
M148_SPL_RNA	LU	RNA	M148	9		
M148_SPL_RNA	LU	RNA	M148	10		
M148_SPL_RNA	LU	RNA	M148	11		
M148_SPL_RNA	LU	RNA	M148	12		
M148_SPL_RNA	LU	RNA	M148	13		
M148_SPL_RNA	LU	RNA	M148	14		
M148_SPL_RNA	LU	RNA	M148	15		
M148_SPL_RNA	LU	RNA	M148	16		
M148_SPL_RNA	LU	RNA	M148	18		
M148_SPL_RNA	LU	RNA	M355	1		
M148_SPL_RNA	LU	RNA	M355	2		
M148_SPL_RNA	LU	RNA	M355	3		
M148_SPL_RNA	LU	RNA	M355	4		
M148_SPL_RNA	LU	RNA	M355	5		
M148_SPL_RNA	LU	RNA	M355	6		
M148_SPL_RNA	LU	RNA	M355	7		
M148_SPL_RNA	LU	RNA	M355	8		
M148_SPL_RNA	LU	RNA	M355	9		
M148_SPL_RNA	LU	RNA	M355	10		
M148_SPL_RNA	LU	RNA	M355	11		
M148_SPL_RNA	LU	RNA	M355	12		
M148_SPL_RNA	LU	RNA	M355	13		
M148_SPL_RNA	LU	RNA	M355	14		
M148_SPL_RNA	LU	RNA	M355	15		
M148_SPL_RNA	LU	RNA	M355	16		
M148_SPL_RNA	LU	RNA	M355	18		
M148_SPL_RNA	RET	RNA	M135	1		
M148_SPL_RNA	RET	RNA	M135	2		
M148_SPL_RNA	RET	RNA	M135	3		
M148_SPL_RNA	RET	RNA	M135	4		
M148_SPL_RNA	RET	RNA	M135	5		
M148_SPL_RNA	RET	RNA	M135	6		
M148_SPL_RNA	RET	RNA	M135	7		
M148_SPL_RNA	RET	RNA	M135	8		
M148_SPL_RNA	RET	RNA	M135	9		
M148_SPL_RNA	RET	RNA	M135	10		
M148_SPL_RNA	RET	RNA	M135	11		
M148_SPL_RNA	RET	RNA	M135	12		
M148_SPL_RNA	RET	RNA	M135	13		
M148_SPL_RNA	RET	RNA	M135	14		
M148_SPL_RNA	RET	RNA	M135	15		
M148_SPL_RNA	RET	RNA	M135	16		
M148_SPL_RNA	RET	RNA	M135	18		
M148_SPL_RNA	RET	RNA	M148	1		
M148_SPL_RNA	RET	RNA	M148	2		
M148_SPL_RNA	RET	RNA	M148	3		
M148_SPL_RNA	RET	RNA	M148	4		
M148_SPL_RNA	RET	RNA	M148	5		
M148_SPL_RNA	RET	RNA	M148	6		
M148_SPL_RNA	RET	RNA	M148	7		
M148_SPL_RNA	RET	RNA	M148	8		
M148_SPL_RNA	RET	RNA	M148	9		
M148_SPL_RNA	RET	RNA	M148	10		
M148_SPL_RNA	RET	RNA	M148	11		
M148_SPL_RNA	RET	RNA	M148	12		
M148_SPL_RNA	RET	RNA	M148	13		
M148_SPL_RNA	RET	RNA	M148	14		
M148_SPL_RNA	RET	RNA	M148	15		
M148_SPL_RNA	RET	RNA	M148	16		
M148_SPL_RNA	RET	RNA	M148	18		
M148_SPL_RNA	RET	RNA	M355	1		
M148_SPL_RNA	RET	RNA	M355	2		
M148_SPL_RNA	RET	RNA	M355	3		
M148_SPL_RNA	RET	RNA	M355	4		
M148_SPL_RNA	RET	RNA	M355	5		
M148_SPL_RNA	RET	RNA	M355	6		
M148_SPL_RNA	RET	RNA	M355	7		
M148_SPL_RNA	RET	RNA	M355	8		
M148_SPL_RNA	RET	RNA	M355	9		
M148_SPL_RNA	RET	RNA	M355	10		
M148_SPL_RNA	RET	RNA	M355	11		
M148_SPL_RNA	RET	RNA	M355	12		
M148_SPL_RNA	RET	RNA	M355	13		
M148_SPL_RNA	RET	RNA	M355	14		
M148_SPL_RNA	RET	RNA	M355	15		
M148_SPL_RNA	RET	RNA	M355	16		
M148_SPL_RNA	RET	RNA	M355	18		
M148_SPL_RNA	RPE	RNA	M135	1		
M148_SPL_RNA	RPE	RNA	M135	2		
M148_SPL_RNA	RPE	RNA	M135	3		
M148_SPL_RNA	RPE	RNA	M135	4		
M148_SPL_RNA	RPE	RNA	M135	5		
M148_SPL_RNA	RPE	RNA	M135	6		
M148_SPL_RNA	RPE	RNA	M135	7		
M148_SPL_RNA	RPE	RNA	M135	8		
M148_SPL_RNA	RPE	RNA	M135	9		
M148_SPL_RNA	RPE	RNA	M135	10		
M148_SPL_RNA	RPE	RNA	M135	11		
M148_SPL_RNA	RPE	RNA	M135	12		
M148_SPL_RNA	RPE	RNA	M135	13		
M148_SPL_RNA	RPE	RNA	M135	14		
M148_SPL_RNA	RPE	RNA	M135	15		
M148_SPL_RNA	RPE	RNA	M135	16		
M148_SPL_RNA	RPE	RNA	M135	18		
M148_SPL_RNA	RPE	RNA	M148	1		
M148_SPL_RNA	RPE	RNA	M148	2		
M148_SPL_RNA	RPE	RNA	M148	3		
M148_SPL_RNA	RPE	RNA	M148	4		
M148_SPL_RNA	RPE	RNA	M148	5		
M148_SPL_RNA	RPE	RNA	M148	6		
M148_SPL_RNA	RPE	RNA	M148	7		
M148_SPL_RNA	RPE	RNA	M148	8		
M148_SPL_RNA	RPE	RNA	M148	9		
M148_SPL_RNA	RPE	RNA	M148	10		
M148_SPL_RNA	RPE	RNA	M148	11		
M148_SPL_RNA	RPE	RNA	M148	12		
M148_SPL_RNA	RPE	RNA	M148	13		
M148_SPL_RNA	RPE	RNA	M148	14		
M148_SPL_RNA	RPE	RNA	M148	15		
M148_SPL_RNA	RPE	RNA	M148	16		
M148_SPL_RNA	RPE	RNA	M148	18		
M148_SPL_RNA	RPE	RNA	M355	1		
M148_SPL_RNA	RPE	RNA	M355	2		
M148_SPL_RNA	RPE	RNA	M355	3		
M148_SPL_RNA	RPE	RNA	M355	4		
M148_SPL_RNA	RPE	RNA	M355	5		
M148_SPL_RNA	RPE	RNA	M355	6		
M148_SPL_RNA	RPE	RNA	M355	7		
M148_SPL_RNA	RPE	RNA	M355	8		
M148_SPL_RNA	RPE	RNA	M355	9		
M148_SPL_RNA	RPE	RNA	M355	10		
M148_SPL_RNA	RPE	RNA	M355	11		
M148_SPL_RNA	RPE	RNA	M355	12		
M148_SPL_RNA	RPE	RNA	M355	13		
M148_SPL_RNA	RPE	RNA	M355	14		
M148_SPL_RNA	RPE	RNA	M355	15		
M148_SPL_RNA	RPE	RNA	M355	16		
M148_SPL_RNA	RPE	RNA	M355	18		
M148_SPL_RNA	SPL	RNA	M135	1		
M148_SPL_RNA	SPL	RNA	M135	2		
M148_SPL_RNA	SPL	RNA	M135	3		
M148_SPL_RNA	SPL	RNA	M135	4		
M148_SPL_RNA	SPL	RNA	M135	5		
M148_SPL_RNA	SPL	RNA	M135	6		
M148_SPL_RNA	SPL	RNA	M135	7		
M148_SPL_RNA	SPL	RNA	M135	8		
M148_SPL_RNA	SPL	RNA	M135	9		
M148_SPL_RNA	SPL	RNA	M135	10		
M148_SPL_RNA	SPL	RNA	M135	11		
M148_SPL_RNA	SPL	RNA	M135	12		
M148_SPL_RNA	SPL	RNA	M135	13		
M148_SPL_RNA	SPL	RNA	M135	14		
M148_SPL_RNA	SPL	RNA	M135	15		
M148_SPL_RNA	SPL	RNA	M135	16		
M148_SPL_RNA	SPL	RNA	M135	18		
M148_SPL_RNA	SPL	RNA	M148	1	2735.4857142857145	2.023
M148_SPL_RNA	SPL	RNA	M148	2	943.9228571428572	0.7126857142857143
M148_SPL_RNA	SPL	RNA	M148	3	1231.2828571428572	0.9380428571428573
M148_SPL_RNA	SPL	RNA	M148	4	913.5114285714284	1.0057542857142858
M148_SPL_RNA	SPL	RNA	M148	5	385.74857142857144	0.46369428571428556
M148_SPL_RNA	SPL	RNA	M148	6	768.5611428571426	0.6651828571428573
M148_SPL_RNA	SPL	RNA	M148	7	191.8177142857143	0.18422285714285713
M148_SPL_RNA	SPL	RNA	M148	8	544.7771428571426	0.46034571428571425
M148_SPL_RNA	SPL	RNA	M148	9	727.9685714285715	0.5431828571428571
M148_SPL_RNA	SPL	RNA	M148	10	874.3857142857141	0.5917571428571426
M148_SPL_RNA	SPL	RNA	M148	11	1883.5771428571427	1.432545714285714
M148_SPL_RNA	SPL	RNA	M148	12	637.5771428571427	0.54342
M148_SPL_RNA	SPL	RNA	M148	13	659.8400000000001	0.5068485714285713
M148_SPL_RNA	SPL	RNA	M148	14	397.2691428571428	0.4296040000000001
M148_SPL_RNA	SPL	RNA	M148	15	25.418285714285712	0.06664
M148_SPL_RNA	SPL	RNA	M148	16	835.1057142857143	0.6696971428571428
M148_SPL_RNA	SPL	RNA	M148	18	6472.228571428572	4.209714285714287
M148_SPL_RNA	SPL	RNA	M355	1		
M148_SPL_RNA	SPL	RNA	M355	2		
M148_SPL_RNA	SPL	RNA	M355	3		
M148_SPL_RNA	SPL	RNA	M355	4		
M148_SPL_RNA	SPL	RNA	M355	5		
M148_SPL_RNA	SPL	RNA	M355	6		
M148_SPL_RNA	SPL	RNA	M355	7		
M148_SPL_RNA	SPL	RNA	M355	8		
M148_SPL_RNA	SPL	RNA	M355	9		
M148_SPL_RNA	SPL	RNA	M355	10		
M148_SPL_RNA	SPL	RNA	M355	11		
M148_SPL_RNA	SPL	RNA	M355	12		
M148_SPL_RNA	SPL	RNA	M355	13		
M148_SPL_RNA	SPL	RNA	M355	14		
M148_SPL_RNA	SPL	RNA	M355	15		
M148_SPL_RNA	SPL	RNA	M355	16		
M148_SPL_RNA	SPL	RNA	M355	18		
M148_SPL_RNA	THY	RNA	M135	1		
M148_SPL_RNA	THY	RNA	M135	2		
M148_SPL_RNA	THY	RNA	M135	3		
M148_SPL_RNA	THY	RNA	M135	4		
M148_SPL_RNA	THY	RNA	M135	5		
